rental_id,car_id,customer_id,employee_id,tariff_id,pickup_location_id,return_location_id,rental_date,scheduled_return_date,actual_return_date,rental_days,km_driven,additional_km,base_cost,additional_km_cost,total_cost,deposit_amount,deposit_returned,status,notes
10540,43,1331,14,4,7,15,2025-06-05,2025-06-27,2025-06-30,22,3294,0,3885.64,0.0,3885.64,1076.25,1056.91,Completed,Car dirty
10541,76,7832,2,2,2,11,2024-09-10,2024-09-26,2024-09-24,16,4698,0,1384.96,0.0,1384.96,461.34,327.3,Cancelled,Late return
10542,34,1664,45,4,4,2,2025-03-27,2025-03-28,2025-03-30,1,120,0,176.62,0.0,176.62,1322.43,1219.2,No-show,Early return
10543,20,6064,52,3,9,12,2024-09-21,2024-10-20,2024-10-22,29,3884,0,3234.37,0.0,3234.37,588.36,526.83,No-show,Late return
10544,15,4504,14,1,2,8,2025-01-17,2025-01-24,2025-01-23,7,1286,0,245.07,0.0,245.07,153.05,151.36,Completed,Early return
10545,81,4340,40,5,4,11,2024-02-07,2024-02-10,2024-02-08,3,787,0,909.6,0.0,909.6,1859.28,1816.57,Active,Late return
10546,110,4991,67,4,7,5,2025-03-27,2025-04-15,2025-04-13,19,5679,0,3355.78,0.0,3355.78,1245.77,1124.24,Cancelled,Minor scratch
10547,104,1597,11,1,6,6,2025-11-11,2025-11-29,2025-11-30,18,2674,0,630.18,0.0,630.18,200.38,178.21,Completed,No issues
10548,69,3358,64,5,9,11,2023-10-28,2023-11-27,2023-11-25,30,215,0,9096.0,0.0,9096.0,1772.65,930.45,Active,Late return
10549,115,662,71,2,11,5,2025-02-21,2025-03-08,2025-03-11,15,2678,0,1298.4,0.0,1298.4,417.16,396.03,Active,
10550,54,5385,68,4,7,5,2023-10-23,2023-11-05,2023-11-08,13,162,0,2296.06,0.0,2296.06,919.48,636.31,Active,Early return
10551,12,4350,38,4,13,9,2025-08-22,2025-09-20,2025-09-21,29,4663,0,5121.98,0.0,5121.98,977.48,785.5,Completed,Car dirty
10552,112,6435,30,5,13,13,2023-02-17,2023-03-01,2023-02-27,12,1674,0,3638.4,0.0,3638.4,1951.41,1674.06,Active,Minor scratch
10553,88,3065,29,1,5,2,2023-02-18,2023-03-05,2023-03-07,15,2367,0,525.15,0.0,525.15,191.66,165.36,Cancelled,Early return
10554,85,3705,14,4,9,12,2023-03-11,2023-03-14,2023-03-13,3,740,0,529.86,0.0,529.86,939.52,843.68,Active,Minor scratch
10555,63,7159,8,5,5,15,2025-08-05,2025-08-25,2025-08-26,20,1769,0,6064.0,0.0,6064.0,1975.8,1646.01,Completed,Late return
10556,93,6479,42,2,8,6,2025-08-16,2025-09-12,2025-09-14,27,3960,0,2337.12,0.0,2337.12,468.06,426.35,Active,Minor scratch
10557,36,2338,20,5,15,1,2023-04-23,2023-04-26,2023-04-28,3,813,0,909.6,0.0,909.6,1738.81,1577.21,Active,Car dirty
10558,109,5038,23,5,14,9,2024-02-22,2024-03-07,2024-03-05,14,1385,0,4244.8,0.0,4244.8,1649.93,1570.27,Cancelled,
10559,28,4329,56,1,6,7,2025-02-20,2025-03-17,2025-03-19,25,6964,1964,875.25,1374.8,2250.05,179.81,106.75,Active,
10560,94,1177,12,5,10,10,2023-09-06,2023-09-26,2023-09-26,20,652,0,6064.0,0.0,6064.0,1738.29,1573.68,Active,
10561,108,1906,71,4,1,5,2023-05-02,2023-05-20,2023-05-18,18,3700,0,3179.16,0.0,3179.16,1250.28,1181.84,Active,Early return
10562,30,3603,51,2,3,15,2023-04-05,2023-04-19,2023-04-18,14,1895,0,1211.84,0.0,1211.84,410.31,366.39,Completed,No issues
10563,90,2619,79,5,6,10,2025-08-18,2025-08-26,2025-08-24,8,620,0,2425.6,0.0,2425.6,1391.97,1300.58,Active,
10564,8,1003,9,5,10,4,2025-06-08,2025-06-29,2025-06-29,21,116,0,6367.2,0.0,6367.2,2048.85,1880.0,Cancelled,Early return
10565,44,5812,58,2,12,13,2024-04-10,2024-05-10,2024-05-10,30,5299,0,2596.8,0.0,2596.8,425.56,425.28,Completed,Minor scratch
10566,6,1654,23,1,13,7,2025-07-21,2025-07-28,2025-07-26,7,1729,329,245.07,230.3,475.37,156.03,153.65,No-show,Car dirty
10567,61,7347,3,2,8,10,2023-05-10,2023-06-06,2023-06-05,27,2853,0,2337.12,0.0,2337.12,391.6,343.26,Active,
10568,56,3978,55,2,14,3,2025-01-25,2025-01-31,2025-02-03,6,673,0,519.36,0.0,519.36,461.05,451.78,Cancelled,
10569,82,882,36,4,6,4,2023-10-25,2023-11-21,2023-11-24,27,908,0,4768.74,0.0,4768.74,1323.59,1086.58,No-show,Early return
10570,35,7337,49,4,10,12,2025-09-23,2025-09-25,2025-09-24,2,305,0,353.24,0.0,353.24,1057.33,965.49,Completed,
10571,72,6094,51,4,3,10,2025-05-27,2025-06-16,2025-06-15,20,3248,0,3532.4,0.0,3532.4,1030.27,617.3,Active,Early return
10572,32,3115,22,3,1,10,2024-09-01,2024-09-03,2024-09-05,2,214,0,223.06,0.0,223.06,736.37,630.86,No-show,No issues
10573,4,3120,23,5,2,14,2023-12-15,2023-12-26,2023-12-29,11,221,0,3335.2,0.0,3335.2,1908.5,1896.7,Cancelled,No issues
10574,36,3418,10,1,14,2,2025-11-07,2025-12-07,2025-12-05,30,304,0,1050.3,0.0,1050.3,189.96,180.05,Cancelled,Minor scratch
10575,71,4585,1,4,1,7,2025-11-21,2025-12-20,2025-12-22,29,1845,0,5121.98,0.0,5121.98,1163.57,955.64,Completed,Late return
10576,15,3320,37,1,14,1,2025-10-23,2025-11-12,2025-11-11,20,1072,0,700.2,0.0,700.2,163.54,140.1,Active,Late return
10577,92,1583,61,2,9,13,2024-03-11,2024-03-27,2024-03-26,16,486,0,1384.96,0.0,1384.96,434.51,371.08,No-show,Early return
10578,58,4638,76,5,3,14,2025-05-12,2025-05-31,2025-06-02,19,1868,0,5760.8,0.0,5760.8,1891.55,1681.55,Completed,Early return
10579,86,252,36,2,14,10,2024-09-16,2024-10-04,2024-10-05,18,1762,0,1558.08,0.0,1558.08,331.52,278.05,Completed,No issues
10580,22,2827,72,2,14,15,2025-05-15,2025-05-21,2025-05-23,6,812,0,519.36,0.0,519.36,395.59,347.93,Active,Minor scratch
10581,26,3266,39,1,11,7,2025-02-14,2025-02-19,2025-02-21,5,444,0,175.05,0.0,175.05,166.46,102.26,Cancelled,No issues
10582,104,7657,75,5,1,6,2023-11-17,2023-11-20,2023-11-21,3,496,0,909.6,0.0,909.6,1376.08,1281.24,Completed,
10583,45,7930,76,5,9,10,2024-03-16,2024-03-27,2024-03-25,11,1367,0,3335.2,0.0,3335.2,1506.62,1448.56,Active,No issues
10584,91,6965,10,5,1,9,2023-05-02,2023-06-01,2023-05-31,30,8503,0,9096.0,0.0,9096.0,1967.86,1873.13,Active,Late return
10585,45,4896,50,2,2,8,2025-10-23,2025-11-20,2025-11-20,28,6295,0,2423.68,0.0,2423.68,371.84,333.44,No-show,Early return
10586,59,681,52,2,5,11,2024-07-08,2024-07-29,2024-07-29,21,5126,0,1817.76,0.0,1817.76,388.08,198.32,No-show,Minor scratch
10587,59,6322,74,3,9,8,2024-09-01,2024-09-27,2024-09-25,26,7206,0,2899.78,0.0,2899.78,551.24,460.76,No-show,Early return
10588,22,6330,51,2,2,6,2024-10-06,2024-11-01,2024-11-03,26,1463,0,2250.56,0.0,2250.56,355.4,322.67,Cancelled,Car dirty
10589,50,4087,5,4,11,5,2024-07-22,2024-08-11,2024-08-12,20,2312,0,3532.4,0.0,3532.4,1104.09,555.62,Completed,Early return
10590,50,6089,68,3,4,9,2023-09-28,2023-10-23,2023-10-21,25,3320,0,2788.25,0.0,-2788.25,537.83,534.84,Completed,Early return
10591,49,4173,68,3,14,2,2024-01-23,2024-02-06,2024-02-07,14,304,0,1561.42,0.0,1561.42,637.6,565.2,Cancelled,Early return
10592,119,3531,28,4,6,14,2024-03-27,2024-04-16,2024-04-16,20,1346,0,3532.4,0.0,3532.4,1027.47,972.61,Cancelled,Late return
10593,84,4340,12,2,1,10,2025-03-06,2025-03-23,2025-03-21,17,199,0,1471.52,0.0,1471.52,409.41,356.77,Cancelled,Late return
10594,56,6441,10,3,8,1,2025-02-11,2025-02-24,2025-02-23,13,435,0,1449.89,0.0,1449.89,566.15,466.73,No-show,
10595,25,99,5,3,12,14,2025-01-21,2025-02-14,2025-02-15,24,4898,0,2676.72,0.0,2676.72,683.99,588.79,No-show,No issues
10596,39,1565,43,5,10,8,2023-09-23,2023-09-30,2023-09-30,7,146,0,2122.4,0.0,2122.4,2041.67,1784.17,No-show,Early return
10597,67,5298,15,1,8,12,2024-10-23,2024-11-20,2024-11-21,28,7376,1776,980.28,1243.2,2223.48,157.65,147.78,Cancelled,Minor scratch
10598,100,1301,32,2,14,2,2023-03-13,2023-04-07,2023-04-08,25,5065,0,2164.0,0.0,2164.0,458.1,448.86,Cancelled,Late return
10599,91,5802,69,1,1,12,2023-11-12,2023-11-21,2023-11-24,9,745,0,315.09,0.0,315.09,161.72,131.25,Active,Early return
10600,74,7925,34,4,7,11,2023-05-03,2023-05-10,2023-05-12,7,972,0,1236.34,0.0,1236.34,1223.93,1085.56,Cancelled,
10601,37,225,35,3,9,3,2025-07-05,2025-07-20,2025-07-18,15,4286,0,1672.95,0.0,1672.95,586.24,472.13,Active,Car dirty
10602,56,3464,66,1,5,10,2025-04-16,2025-05-13,2025-05-15,27,1397,0,945.27,0.0,945.27,173.81,166.58,Active,Late return
10603,92,4219,16,3,4,2,2025-02-23,2025-03-15,2025-03-17,20,3685,0,2230.6,0.0,2230.6,543.96,474.47,Active,Car dirty
10604,42,6864,80,2,10,6,2024-08-19,2024-09-15,2024-09-14,27,1271,0,2337.12,0.0,2337.12,385.67,351.95,No-show,Car dirty
10605,2,4404,23,4,1,14,2025-05-05,2025-05-30,2025-06-01,25,3008,0,4415.5,0.0,4415.5,1112.11,939.27,No-show,Minor scratch
10606,28,5223,58,4,5,14,2025-08-04,2025-08-06,2025-08-05,2,288,0,353.24,0.0,353.24,1052.63,956.66,Active,No issues
10607,65,2269,23,3,3,5,2025-06-16,2025-06-21,2025-06-24,5,743,0,557.65,0.0,557.65,538.5,452.47,Cancelled,Early return
10608,50,5045,28,1,8,9,2023-10-24,2023-11-16,2023-11-14,23,3379,0,805.23,0.0,805.23,174.92,155.08,Active,Early return
10609,109,413,35,5,10,9,2025-01-24,2025-01-26,2025-01-29,2,219,0,606.4,0.0,606.4,1877.71,1522.11,No-show,Early return
10610,101,4229,56,1,10,8,2024-12-08,2024-12-25,2024-12-24,17,1750,0,595.17,0.0,595.17,148.31,147.5,Completed,Minor scratch
10611,99,5507,11,4,2,13,2025-03-24,2025-04-13,2025-04-16,20,1213,0,3532.4,0.0,3532.4,1049.12,877.84,Active,Early return
10612,51,1727,5,2,11,9,2025-11-20,2025-12-04,2025-12-07,14,726,0,1211.84,0.0,1211.84,443.55,362.33,No-show,Minor scratch
10613,93,2091,58,4,2,14,2025-10-08,2025-10-19,2025-10-20,11,2213,0,1942.82,0.0,1942.82,928.97,777.79,Completed,Late return
10614,81,3796,65,2,8,11,2023-04-27,2023-05-19,2023-05-20,22,6091,0,1904.32,0.0,1904.32,342.68,308.81,Cancelled,Early return
10615,64,2190,70,3,4,10,2025-09-27,2025-10-17,2025-10-15,20,3635,0,2230.6,0.0,2230.6,681.06,632.98,No-show,Late return
10616,31,1622,67,2,8,5,2024-05-26,2024-06-20,2024-06-18,25,6349,0,2164.0,0.0,2164.0,399.98,391.81,Active,Early return
10617,5,5711,70,1,15,6,2025-02-11,2025-02-13,2025-02-16,2,81,0,70.02,0.0,70.02,168.76,138.19,Active,Minor scratch
10618,88,1304,1,4,5,8,2025-08-10,2025-08-12,2025-08-12,2,597,0,353.24,0.0,353.24,1024.7,982.44,Completed,Minor scratch
10619,23,4049,36,1,9,15,2025-01-26,2025-02-10,2025-02-11,15,4343,1343,525.15,940.1,1465.25,210.8,181.63,No-show,
10620,74,3235,35,3,14,6,2024-04-02,2024-04-10,2024-04-12,8,335,0,892.24,0.0,892.24,707.35,628.46,Active,No issues
10621,53,1941,60,4,3,8,2023-02-25,2023-03-02,2023-03-01,5,1253,0,883.1,0.0,883.1,1280.38,1262.95,Completed,Car dirty
10622,30,4844,6,2,13,10,2025-09-17,2025-10-14,2025-10-14,27,5244,0,2337.12,0.0,-2337.12,326.11,261.3,Active,Minor scratch
10623,62,5846,73,2,13,2,2025-11-23,2025-12-20,2025-12-18,27,91,0,2337.12,0.0,2337.12,448.07,407.91,Cancelled,No issues
10624,119,1399,27,3,3,8,2024-07-18,2024-07-26,2024-07-24,8,661,0,892.24,0.0,892.24,651.43,550.89,Completed,No issues
10625,102,6187,6,4,15,9,2024-05-19,2024-06-15,2024-06-13,27,611,0,4768.74,0.0,4768.74,1185.83,1125.95,Completed,Minor scratch
10626,67,4092,70,4,11,9,2025-07-19,2025-08-18,2025-08-21,30,2870,0,5298.6,0.0,5298.6,1196.6,1051.32,No-show,Early return
10627,79,3282,22,3,3,11,2025-07-11,2025-07-30,2025-07-31,19,1341,0,2119.07,0.0,-2119.07,734.22,712.69,Active,No issues
10628,83,5877,45,4,3,2,2023-04-24,2023-05-13,2023-05-11,19,4974,0,3355.78,0.0,3355.78,1287.09,797.0,Completed,Car dirty
10629,45,7466,65,3,7,13,2025-02-12,2025-03-04,2025-03-07,20,5326,0,2230.6,0.0,2230.6,506.24,434.54,No-show,No issues
10630,49,5007,51,4,13,7,2023-12-10,2023-12-26,2023-12-26,16,1377,0,2825.92,0.0,2825.92,896.5,748.64,Completed,Early return
10631,80,4263,16,2,7,9,2025-07-06,2025-07-24,2025-07-27,18,4722,0,1558.08,0.0,1558.08,460.31,394.92,Cancelled,No issues
10632,85,1036,63,2,7,13,2023-06-01,2023-06-18,2023-06-16,17,3940,0,1471.52,0.0,1471.52,422.76,356.82,Completed,Minor scratch
10633,109,6261,71,4,5,11,2023-03-14,2023-04-01,2023-03-31,18,590,0,3179.16,0.0,3179.16,1245.65,1126.27,Cancelled,No issues
10634,55,1595,2,1,7,7,2023-02-14,2023-03-13,2023-03-12,27,991,0,945.27,0.0,945.27,190.08,154.41,Active,Minor scratch
10635,93,2430,46,4,15,10,2023-01-24,2023-02-05,2023-02-04,12,1741,0,2119.44,0.0,2119.44,1002.2,843.32,Completed,Late return
10636,93,7077,51,3,14,14,2024-08-17,2024-08-31,2024-09-03,14,4062,0,1561.42,0.0,1561.42,524.95,521.95,Completed,No issues
10637,79,4324,30,1,11,12,2023-08-24,2023-09-20,2023-09-21,27,1774,0,945.27,0.0,945.27,176.06,167.0,Cancelled,Minor scratch
10638,6,7769,40,3,7,2,2023-02-01,2023-02-04,2023-02-04,3,93,0,334.59,0.0,334.59,668.42,648.67,No-show,Late return
10639,35,7856,60,5,8,1,2024-04-11,2024-04-28,2024-04-26,17,1683,0,5154.4,0.0,5154.4,1907.53,1613.1,No-show,Minor scratch
10640,89,4650,41,3,6,3,2023-06-21,2023-07-19,2023-07-19,28,4160,0,3122.84,0.0,3122.84,562.59,481.27,No-show,Late return
10641,16,2534,66,3,15,4,2025-03-24,2025-04-06,2025-04-06,13,708,0,1449.89,0.0,1449.89,699.53,616.87,Active,Car dirty
10642,100,2857,43,1,5,7,2025-08-21,2025-09-14,2025-09-14,24,1585,0,840.24,0.0,-840.24,197.09,174.64,Completed,
10643,70,1062,16,1,1,5,2023-12-17,2023-12-25,2023-12-28,8,2011,411,280.08,287.7,567.78,160.08,141.38,Completed,
10644,22,2456,31,4,14,3,2023-02-26,2023-02-27,2023-03-02,1,194,0,176.62,0.0,176.62,1103.01,997.62,Cancelled,Early return
10645,26,2309,15,2,15,3,2024-07-07,2024-08-06,2024-08-09,30,5528,0,2596.8,0.0,2596.8,454.45,374.39,Cancelled,Late return
10646,38,1592,48,2,11,12,2024-02-24,2024-02-26,2024-02-29,2,295,0,173.12,0.0,173.12,339.94,310.04,Cancelled,
10647,65,2611,61,1,4,4,2023-10-22,2023-10-26,2023-10-29,4,1155,355,140.04,248.5,388.54,181.86,169.13,Completed,No issues
10648,81,7664,32,2,4,12,2024-06-08,2024-06-10,2024-06-09,2,312,0,173.12,0.0,173.12,375.73,353.57,Active,Late return
10649,65,7434,18,3,3,3,2023-04-12,2023-04-18,2023-04-16,6,715,0,669.18,0.0,669.18,699.48,460.56,Completed,Late return
10650,9,7085,70,5,9,12,2023-02-27,2023-03-24,2023-03-26,25,2157,0,7580.0,0.0,7580.0,1951.04,1610.74,Cancelled,Minor scratch
10651,77,289,80,4,7,14,2024-08-13,2024-08-23,2024-08-25,10,701,0,1766.2,0.0,1766.2,893.53,817.29,Cancelled,No issues
10652,81,5967,37,5,6,10,2025-03-08,2025-03-18,2025-03-19,10,2720,0,3032.0,0.0,3032.0,1468.17,1269.83,Cancelled,Early return
10653,30,1165,21,2,9,7,2023-12-01,2023-12-19,2023-12-20,18,967,0,1558.08,0.0,1558.08,447.18,442.54,Active,Car dirty
10654,59,5351,12,3,9,13,2025-04-09,2025-04-11,2025-04-12,2,288,0,223.06,0.0,223.06,606.82,486.98,Cancelled,Car dirty
10655,19,1979,37,3,6,5,2023-07-21,2023-08-12,2023-08-12,22,2154,0,2453.66,0.0,2453.66,543.22,328.29,Completed,Early return
10656,63,3889,73,4,4,8,2025-04-25,2025-05-17,2025-05-20,22,3125,0,3885.64,0.0,3885.64,1232.61,1231.89,Completed,Late return
10657,48,3994,1,5,9,13,2025-11-01,2025-11-04,2025-11-05,3,876,0,909.6,0.0,909.6,1641.6,918.07,No-show,No issues
10658,120,2977,12,5,2,6,2023-05-13,2023-06-08,2023-06-08,26,6210,0,7883.2,0.0,7883.2,1777.89,1766.09,Cancelled,Late return
10659,25,6202,79,4,1,11,2024-09-03,2024-09-20,2024-09-23,17,4105,0,3002.54,0.0,3002.54,1079.24,954.94,No-show,Minor scratch
10660,106,2607,79,1,2,8,2024-10-25,2024-11-12,2024-11-10,18,684,0,630.18,0.0,630.18,179.95,93.42,Completed,Car dirty
10661,91,2528,22,2,8,3,2025-10-06,2025-11-05,2025-11-08,30,4646,0,2596.8,0.0,2596.8,460.73,437.18,Cancelled,Car dirty
10662,63,7479,28,2,10,3,2023-03-25,2023-04-05,2023-04-07,11,111,0,952.16,0.0,952.16,406.13,396.83,Active,Car dirty
10663,22,2236,60,3,11,14,2024-09-16,2024-10-07,2024-10-05,21,2052,0,2342.13,0.0,2342.13,571.54,325.99,Cancelled,Minor scratch
10664,18,5322,16,3,10,11,2024-07-08,2024-08-06,2024-08-07,29,3941,0,3234.37,0.0,3234.37,717.76,677.31,Active,
10665,51,3671,21,3,10,8,2025-11-03,2025-11-21,2025-11-21,18,995,0,2007.54,0.0,2007.54,729.96,673.82,Completed,Car dirty
10666,54,6507,13,2,12,1,2025-02-12,2025-03-11,2025-03-14,27,4594,0,2337.12,0.0,2337.12,437.37,320.25,Completed,Minor scratch
10667,29,1135,28,4,4,8,2025-10-08,2025-10-20,2025-10-20,12,2920,0,2119.44,0.0,2119.44,988.23,917.89,No-show,
10668,85,1548,75,2,6,5,2024-07-22,2024-08-12,2024-08-12,21,4290,0,1817.76,0.0,1817.76,349.55,345.9,Active,Late return
10669,27,6274,33,2,5,11,2023-08-26,2023-08-28,2023-08-26,2,574,0,173.12,0.0,173.12,360.02,303.85,No-show,Car dirty
10670,33,3238,61,1,12,1,2023-02-28,2023-03-15,2023-03-18,15,2630,0,525.15,0.0,525.15,166.7,138.09,Completed,Late return
10671,105,6790,18,2,4,15,2025-11-02,2025-11-21,2025-11-21,19,2451,0,1644.64,0.0,1644.64,394.37,265.99,Completed,No issues
10672,93,5808,77,4,10,9,2023-01-17,2023-02-14,2023-02-17,28,6824,0,4945.36,0.0,4945.36,1315.04,1160.36,Active,Minor scratch
10673,66,6432,22,2,7,1,2023-12-15,2024-01-14,2024-01-15,30,791,0,2596.8,0.0,2596.8,462.74,400.67,Cancelled,
10674,18,5879,74,4,8,12,2023-07-07,2023-07-17,2023-07-18,10,1774,0,1766.2,0.0,1766.2,980.58,873.69,No-show,Late return
10675,104,6270,29,4,14,10,2025-07-11,2025-08-10,2025-08-11,30,356,0,5298.6,0.0,5298.6,1058.89,1006.59,No-show,Early return
10676,40,5967,77,4,6,5,2024-07-24,2024-08-09,2024-08-07,16,2447,0,2825.92,0.0,2825.92,1007.76,936.6,Completed,Car dirty
10677,48,1143,24,3,13,14,2024-02-02,2024-02-18,2024-02-20,16,512,0,1784.48,0.0,1784.48,581.97,545.67,Completed,Minor scratch
10678,30,4457,61,4,10,5,2023-07-23,2023-07-28,2023-07-27,5,378,0,883.1,0.0,883.1,1111.45,703.99,Completed,Late return
10679,48,7646,78,4,13,7,2023-06-21,2023-07-09,2023-07-07,18,3117,0,3179.16,0.0,3179.16,1131.43,1053.02,Active,Late return
10680,6,5917,36,2,15,5,2023-09-04,2023-10-02,2023-10-01,28,5483,0,2423.68,0.0,2423.68,419.21,306.43,No-show,No issues
10681,101,4095,24,2,6,9,2025-04-10,2025-04-28,2025-04-27,18,2091,0,1558.08,0.0,1558.08,335.65,310.47,Active,No issues
10682,65,4241,41,4,8,7,2023-12-01,2023-12-13,2023-12-16,12,2641,0,2119.44,0.0,2119.44,1257.84,1041.24,Cancelled,Car dirty
10683,78,1642,57,1,5,6,2024-04-15,2024-05-01,2024-05-04,16,1515,0,560.16,0.0,560.16,180.0,152.98,Cancelled,Late return
10684,104,7974,50,2,15,1,2023-10-21,2023-11-19,2023-11-20,29,1725,0,2510.24,0.0,2510.24,469.86,410.96,Cancelled,No issues
10685,116,6752,20,1,11,10,2025-03-26,2025-04-10,2025-04-13,15,4348,1348,525.15,943.6,1468.75,193.55,176.93,Cancelled,No issues
10686,102,2810,37,3,12,6,2024-01-15,2024-02-13,2024-02-11,29,670,0,3234.37,0.0,3234.37,714.27,587.46,No-show,Car dirty
10687,83,4482,21,4,7,5,2023-10-08,2023-10-22,2023-10-23,14,1125,0,2472.68,0.0,2472.68,1069.49,952.71,No-show,Early return
10688,35,811,59,2,2,5,2023-05-01,2023-05-15,2023-05-13,14,517,0,1211.84,0.0,1211.84,372.33,305.6,Completed,Early return
10689,107,3375,31,2,3,4,2024-06-02,2024-06-10,2024-06-10,8,1452,0,692.48,0.0,692.48,370.91,368.86,Completed,Late return
10690,90,1113,2,2,14,3,2025-09-14,2025-09-22,2025-09-25,8,459,0,692.48,0.0,692.48,342.88,311.13,Cancelled,
10691,24,794,14,2,10,2,2024-12-28,2025-01-14,2025-01-15,17,2407,0,1471.52,0.0,1471.52,441.93,406.39,Cancelled,Late return
10692,64,4053,40,2,11,10,2024-02-09,2024-03-05,2024-03-05,25,568,0,2164.0,0.0,2164.0,463.62,434.09,No-show,No issues
10693,48,5204,42,5,12,12,2024-09-22,2024-10-09,2024-10-12,17,625,0,5154.4,0.0,5154.4,1907.88,1702.77,No-show,No issues
10694,40,4249,7,4,8,11,2025-01-21,2025-02-14,2025-02-16,24,6423,0,4238.88,0.0,4238.88,918.75,818.55,Cancelled,Late return
10695,99,5365,3,2,6,6,2025-08-15,2025-08-26,2025-08-26,11,1875,0,952.16,0.0,952.16,396.4,334.15,Completed,Late return
10696,105,568,39,1,11,3,2024-01-14,2024-01-17,2024-01-16,3,561,0,105.03,0.0,105.03,157.31,148.51,Active,Minor scratch
10697,76,933,31,1,9,10,2024-12-17,2024-12-28,2024-12-26,11,254,0,385.11,0.0,385.11,167.55,137.68,No-show,
10698,50,6872,21,2,11,9,2024-09-20,2024-10-13,2024-10-11,23,4064,0,1990.88,0.0,1990.88,352.48,341.22,Active,
10699,12,3423,22,3,7,4,2025-05-25,2025-06-07,2025-06-06,13,1187,0,1449.89,0.0,1449.89,578.9,473.16,No-show,No issues
10700,39,4101,15,4,9,2,2023-04-07,2023-05-05,2023-05-08,28,99,0,4945.36,0.0,4945.36,1024.12,829.64,No-show,Late return
10701,49,2007,46,3,15,11,2024-10-17,2024-10-24,2024-10-23,7,1655,0,780.71,0.0,780.71,504.1,309.26,Cancelled,Minor scratch
10702,108,2158,3,5,1,1,2025-10-13,2025-10-28,2025-10-29,15,1603,0,4548.0,0.0,4548.0,1977.87,1403.86,Active,Car dirty
10703,105,7522,80,1,7,15,2024-03-20,2024-04-17,2024-04-18,28,5318,0,980.28,0.0,980.28,146.67,127.12,No-show,
10704,93,5785,1,3,5,3,2025-05-13,2025-05-20,2025-05-19,7,2019,0,780.71,0.0,780.71,531.64,467.05,Cancelled,No issues
10705,30,6302,6,5,14,8,2023-03-04,2023-03-28,2023-03-27,24,5409,0,7276.8,0.0,7276.8,1938.75,1856.94,Active,Early return
10706,13,5855,49,5,9,9,2024-08-21,2024-09-04,2024-09-06,14,411,0,4244.8,0.0,4244.8,1882.02,1600.58,Completed,Late return
10707,117,441,60,1,4,6,2024-10-11,2024-11-06,2024-11-08,26,6865,1665,910.26,1165.5,2075.76,190.86,173.11,No-show,Car dirty
10708,110,1884,60,3,12,2,2025-10-10,2025-11-09,2025-11-07,30,1197,0,3345.9,0.0,3345.9,554.14,536.07,Cancelled,No issues
10709,45,6425,48,3,10,5,2024-10-03,2024-11-02,2024-11-05,30,5623,0,3345.9,0.0,3345.9,569.0,464.45,No-show,No issues
10710,75,6447,16,5,1,5,2025-01-12,2025-02-11,2025-02-14,30,1942,0,9096.0,0.0,9096.0,1881.17,1577.27,Completed,Minor scratch
10711,62,3298,29,1,14,1,2023-11-04,2023-11-17,2023-11-16,13,718,0,455.13,0.0,455.13,206.15,189.98,Active,No issues
10712,94,1707,39,5,4,8,2024-06-14,2024-06-15,2024-06-17,1,74,0,303.2,0.0,303.2,1440.25,986.53,Active,Minor scratch
10713,16,779,76,5,6,10,2025-02-26,2025-03-16,2025-03-18,18,3035,0,5457.6,0.0,5457.6,1975.71,1614.02,Active,
10714,109,7552,74,5,5,10,2024-10-01,2024-10-31,2024-11-02,30,683,0,9096.0,0.0,9096.0,1732.83,1675.4,Cancelled,No issues
10715,67,5788,36,5,14,10,2025-04-12,2025-04-26,2025-04-27,14,2880,0,4244.8,0.0,4244.8,1530.72,956.56,No-show,Late return
10716,60,3768,79,4,8,6,2023-07-21,2023-08-04,2023-08-04,14,1128,0,2472.68,0.0,2472.68,939.37,851.34,No-show,
10717,18,2579,6,3,9,5,2024-11-25,2024-12-15,2024-12-13,20,5375,0,2230.6,0.0,2230.6,618.52,552.15,Active,
10718,18,4884,65,3,11,1,2024-03-02,2024-03-30,2024-03-28,28,2143,0,3122.84,0.0,3122.84,553.51,510.17,No-show,Minor scratch
10719,2,4966,33,3,7,12,2023-08-04,2023-08-20,2023-08-21,16,3296,0,1784.48,0.0,1784.48,558.12,518.22,Active,Early return
10720,15,7170,20,1,15,8,2024-07-23,2024-07-26,2024-07-25,3,441,0,105.03,0.0,105.03,212.23,200.99,Cancelled,Late return
10721,27,3273,52,4,3,7,2023-10-12,2023-10-31,2023-10-29,19,2915,0,3355.78,0.0,3355.78,1050.62,1011.91,Cancelled,Early return
10722,85,2261,71,1,15,15,2025-02-15,2025-03-16,2025-03-16,29,7751,1951,1015.29,1365.7,2380.99,188.12,165.04,Cancelled,Car dirty
10723,52,4403,28,4,13,3,2025-06-05,2025-07-05,2025-07-03,30,1636,0,5298.6,0.0,5298.6,938.75,788.98,Active,No issues
10724,22,4960,19,4,5,11,2023-09-19,2023-09-28,2023-09-29,9,1465,0,1589.58,0.0,1589.58,1128.22,1015.87,No-show,No issues
10725,50,1799,57,1,2,13,2023-02-17,2023-03-12,2023-03-10,23,1254,0,805.23,0.0,805.23,193.44,187.25,Cancelled,Late return
10726,24,2780,51,4,8,5,2025-06-25,2025-07-13,2025-07-12,18,3462,0,3179.16,0.0,3179.16,996.38,985.55,No-show,
